"","title","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","sent_mean","sent_sd","sent_sum","clean_summary"
"44","Little Joe","",0,"Glenn Kenny","‘Little Joe’ Review: This Flower Can Dispense Joy, but It Has Demands","Jessica Hausner’s new sci-fi film about a flower engineered to release a potent antidepressant evokes “Invasion of the Body Snatchers.”","2019-12-05","2019-12-06","2020-01-03 17:44:02","article","https://www.nytimes.com/2019/12/05/movies/little-joe-review.html","Read the New York Times Review of Little Joe","mediumThreeByTwo210","https://static01.nyt.com/images/2019/12/06/arts/06littlejoe-artsub/06littlejoe-artsub-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"jessica hausner scifi film flower engin releas potent antidepress evok invas bodi snatcher"
"45","The Wolf Hour","R",0,"Jeannette Catsoulis","‘The Wolf Hour’ Review: Panic in the City","In this psychological drama, Naomi Watts plays an agoraphobic writer slowly unraveling in a blistering New York City apartment.","2019-12-05","2019-12-06","2019-12-13 17:44:01","article","https://www.nytimes.com/2019/12/05/movies/the-wolf-hour-review.html","Read the New York Times Review of The Wolf Hour","mediumThreeByTwo210","https://static01.nyt.com/images/2019/12/04/arts/wolfhour1/wolfhour1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"psycholog drama naomi watt play agoraphob writer slowli unravel blister york citi apart"
"46","Daniel Isn't Real","",0,"Teo Bugbee","‘Daniel Isn’t Real’ Review: Even an Imaginary Friend Can Hurt You","Young Luke was happy to find a friend in Daniel. Luke’s mother couldn’t see Daniel, but accepted him nonetheless, until he went too far.","2019-12-05","2019-12-06","2019-12-13 17:44:01","article","https://www.nytimes.com/2019/12/05/movies/daniel-isnt-real-review.html","Read the New York Times Review of Daniel Isn't Real","mediumThreeByTwo210","https://static01.nyt.com/images/2019/12/05/arts/05DANIEL-PIX/merlin_165236115_af1e0249-8e21-477d-ae49-56665211f3b2-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"luke happi friend daniel luke mother couldnt daniel accept nonetheless"
"47","A Million Little Pieces","R",0,"Jeannette Catsoulis","‘A Million Little Pieces’ Review: Cracking Up","A committed lead performance and some eloquent visuals aren’t enough to save this hackneyed tale of a rehab-resisting addict.","2019-12-05","2019-12-06","2019-12-13 17:44:01","article","https://www.nytimes.com/2019/12/05/movies/a-million-little-pieces-review.html","Read the New York Times Review of A Million Little Pieces","mediumThreeByTwo210","https://static01.nyt.com/images/2019/12/06/arts/million1/merlin_165234591_8ed988f2-68c7-4d51-a73f-70c4ab025ed4-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"commit lead perform eloqu visual arent save hackney tale rehabresist addict"
"48","Knives and Skin","",0,"Ben Kenigsberg","‘Knives and Skin’ Review: ‘Twin Peaks’ Redux? Not Quite","While it has some genuine eeriness, the similarities to David Lynch’s work give the impression of a secondhand sensibility.","2019-12-04","2019-12-06","2019-12-13 17:44:01","article","https://www.nytimes.com/2019/12/04/movies/knives-and-skin-review.html","Read the New York Times Review of Knives and Skin","mediumThreeByTwo210","https://static01.nyt.com/images/2019/12/05/arts/05knives/05knives-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"genuin eeri similar david lynch impress secondhand sensibl"
"49","The Body Remembers When the World Broke Open","",1,"Jeannette Catsoulis","‘The Body Remembers’ Review: One Prospers, the Other Doesn’t","Two indigenous women collide in an urgent, intimate drama about race, motherhood and domestic abuse.","2019-11-28","2019-11-29","2019-12-06 03:44:01","article","https://www.nytimes.com/2019/11/28/movies/the-body-remembers-when-the-world-broke-open-review.html","Read the New York Times Review of The Body Remembers When the World Broke Open","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/29/arts/bodyremembers1/bodyremembers1-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"indigen women collid urgent intim drama race motherhood domest abus"
"50","Feast of the Epiphany","",0,"Ben Kenigsberg","‘Feast of the Epiphany’ Review: Farm to Table, but Not in That Order","It’s a drama. It’s a documentary. It’s both, but this film is a perplexing amalgamation.","2019-11-28","2019-11-29","2019-12-09 17:44:01","article","https://www.nytimes.com/2019/11/28/movies/feast-of-the-epiphany-review.html","Read the New York Times Review of Feast of the Epiphany","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/29/arts/28feastpix/28feastpix-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"drama documentari film perplex amalgam"
"51","After Parkland","",0,"Ben Kenigsberg","‘After Parkland’ Review: Gun Violence Reverberates Through Time","A new documentary follows the friends and families of those died in the Marjory Stoneman Douglas High School shooting in 2018.","2019-11-28","2019-10-18","2019-12-06 17:44:02","article","https://www.nytimes.com/2019/11/28/movies/after-parkland-review.html","Read the New York Times Review of After Parkland","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/29/arts/28afterparkland2/28afterparkland2-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari follow friend famili die marjori stoneman dougla school shoot"
"52","Melody Makers: Should've Been There","",0,"Glenn Kenny","‘Melody Makers’ Review: Another Go-Round With the Old-School British Rockers","In a new documentary, Leslie Ann Coles explores the history of 1960s and ’70s rock ’n’ roll through the eye of a British music magazine.","2019-11-28","2019-09-27","2019-11-28 22:52:03","article","https://www.nytimes.com/2019/11/28/movies/melody-makers-review.html","Read the New York Times Review of Melody Makers: Should've Been There","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/29/arts/28melodymakers-art/merlin_164866983_68a4c866-2d9f-45a0-a069-bc69e91733e2-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari lesli ann cole explor histori s s rock n roll eye british music magazin"
"53","Cavale","",0,"Teo Bugbee","‘Cavale’ Review: Riding in Cars With Girls on the Run","In Virginie Gourmel’s drama, three teenage girls escape a psychiatric facility, however therapeutically or legally ill-advised.","2019-11-28","2019-11-29","2019-12-06 17:44:02","article","https://www.nytimes.com/2019/11/28/movies/cavale-review.html","Read the New York Times Review of Cavale","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/29/arts/28cavale-art/28cavale-art-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"virgini gourmel drama teenag girl escap psychiatr facil therapeut legal illadvis"
"54","Tremors","",0,"Devika Girish","‘Temblores’ Review: Torn Between His Faith and His Sexuality","Jayro Bustamante’s drama is vividly imagined, but lacks depth.","2019-11-28","2019-11-29","2019-12-20 17:44:01","article","https://www.nytimes.com/2019/11/28/movies/temblores-review.html","Read the New York Times Review of Tremors","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/27/arts/temblores1/temblores1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"jayro bustamant drama vivid imagin lack depth"
"55","My Friend the Polish Girl","",0,"Jeannette Catsoulis","‘My Friend the Polish Girl’ Review: The Outsider","In this faux documentary, the relationship between an American filmmaker and her troubled immigrant subject takes on a darkly controlling hue.","2019-11-28","2019-11-29","2019-12-06 17:44:02","article","https://www.nytimes.com/2019/11/28/movies/my-friend-the-polish-girl-review.html","Read the New York Times Review of My Friend the Polish Girl","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/29/arts/myfriend1/myfriend1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"faux documentari relationship american filmmak troubl immigr subject take dark control hue"
"56","63 Up","",1,"Manohla Dargis","‘63 Up’ Review: Time Keeps on Slippin’, Slippin’, Slippin’","Michael Apted revisits the people who have grown up, and grown older, in this long-running, landmark documentary series.","2019-11-26","2019-11-27","2019-12-26 17:44:01","article","https://www.nytimes.com/2019/11/26/movies/63-up-review.html","Read the New York Times Review of 63 Up","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/27/arts/63up1/63up1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"michael apt revisit peopl grown grown longrun landmark documentari seri"
"57","Queen & Slim","R",1,"A.O. Scott","‘Queen & Slim’ Review: Love on the Run","Daniel Kaluuya and Jodie Turner-Smith star in Melina Matsoukas’s dreamy but intense outlaw romance.","2019-11-26","2019-11-27","2019-12-26 17:44:01","article","https://www.nytimes.com/2019/11/26/movies/queen-and-slim-review.html","Read the New York Times Review of Queen & Slim","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/27/arts/26QUEENANDSLIM-copy/26QUEENANDSLIM-copy-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"daniel kaluuya jodi turnersmith star melina matsoukass dreami intens outlaw romanc"
"58","Knives Out","PG-13",0,"Manohla Dargis","‘Knives Out’ Review: Murder Most Clever","In his new movie, Rian Johnson dusts off Agatha Christie with help from Daniel Craig, Jamie Lee Curtis and Don Johnson.","2019-11-26","2019-11-27","2019-12-26 17:44:01","article","https://www.nytimes.com/2019/11/26/movies/knives-out-review.html","Read the New York Times Review of Knives Out","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/26/arts/26knivesout1/26knivesout1-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"movi rian johnson dust agatha christi help daniel craig jami lee curti don johnson"
"59","The Two Popes","PG-13",0,"A.O. Scott","‘The Two Popes’ Review: Double Act at the Vatican","Jonathan Pryce (as the future Pope Francis) and Anthony Hopkins (as the outgoing Pope Benedict) star in a study of faith, friendship and power.","2019-11-26","2019-12-20","2019-12-26 17:44:01","article","https://www.nytimes.com/2019/11/26/movies/the-two-popes-review.html","Read the New York Times Review of The Two Popes","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/26/arts/26twopopes1/26twopopes1-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"jonathan pryce futur pope franci anthoni hopkin outgo pope benedict star studi faith friendship power"
"60","Varda by Agnès","",1,"A.O. Scott","‘Varda by Agnès’ Review: A Final Visit With an Irreplaceable Filmmaker","In her last film, Agnès Varda sums up a six-decade career.","2019-11-21","2019-11-20","2019-12-21 17:44:01","article","https://www.nytimes.com/2019/11/21/movies/varda-by-agnes-review.html","Read the New York Times Review of Varda by Agnès","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/22/arts/22AGNES-1/22AGNES-1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"film agnè varda sum sixdecad career"
"61","Hala","R",1,"Jeannette Catsoulis","‘Hala’ Review: Girl, Disrupted","Geraldine Viswanathan is astonishingly resonant as a teenager testing the boundaries of faith, tradition and sexuality.","2019-11-21","2019-12-06","2019-11-29 17:44:01","article","https://www.nytimes.com/2019/11/21/movies/hala-review.html","Read the New York Times Review of Hala","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/22/arts/hala1/merlin_164637675_c9e208fa-99b3-4bda-ba60-00f0c7e435b3-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"geraldin viswanathan astonish reson teenag test boundari faith tradit sexual"
"62","Dark Waters","PG-13",0,"Manohla Dargis","‘Dark Waters’ Review: The Killing Fields of West Virginia","In Todd Haynes’s latest, Mark Ruffalo plays a corporate defense lawyer who switches sides to defend a poisoned community.","2019-11-21","2019-11-22","2019-12-21 17:44:01","article","https://www.nytimes.com/2019/11/21/movies/dark-waters-review.html","Read the New York Times Review of Dark Waters","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/22/arts/00dark-waters-1/00dark-waters-1-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"todd hay mark ruffalo play corpor defens lawyer switch defend poison communiti"
"63","Bikram: Yogi, Guru, Predator","",0,"Bilal Qureshi","‘Bikram: Yogi, Guru, Predator’ Review: The Toxic Man behind Yoga’s Hottest Trend","This unsettling expose about the founder of Bikram yoga is the opposite of a meditative reprieve.","2019-11-21","2019-11-20","2019-11-21 19:10:02","article","https://www.nytimes.com/2019/11/21/movies/bikram-yogi-guru-predator-review.html","Read the New York Times Review of Bikram: Yogi, Guru, Predator","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/21/arts/21bikram/21bikram-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"unsettl expos founder bikram yoga opposit medit repriev"
"64","Frozen II","PG",0,"Manohla Dargis","‘Frozen 2’ Review: The Cold Still Never Bothers Them","The sisters and sidekicks from “Frozen” reconvene for another adventure with storms of feeling and a new power ballad.","2019-11-21","2019-11-22","2019-12-21 17:44:01","article","https://www.nytimes.com/2019/11/21/movies/frozen-2-review.html","Read the New York Times Review of Frozen II","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/20/arts/00frozen-1/00frozen-1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"sister sidekick frozen reconven adventur storm feel power ballad"
"65","A Beautiful Day In The Neighborhood","PG",0,"A.O. Scott","‘A Beautiful Day in the Neighborhood’ Review: You Are My Friend","Tom Hanks plays Mister Rogers, the beloved children’s television host, as he comes to the aid of a suffering magazine writer.","2019-11-21","2019-11-22","2019-12-21 17:44:01","article","https://www.nytimes.com/2019/11/21/movies/a-beautiful-day-in-the-neighborhood-review.html","Read the New York Times Review of A Beautiful Day In The Neighborhood","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/23/arts/20beautiful2/merlin_164621823_5420f47f-8b57-4dfb-88bf-a7d493b96163-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"tom hank play mister roger belov children televis host come aid suffer magazin writer"
"66","The Courier","R",0,"Glenn Kenny","‘The Courier’ Review: Gary Oldman Plays Bad. The Movie Plays Worse.","This action thriller set in a parking garage with a female butt-kicking lead doesn’t even reach the level of watchable novelty.","2019-11-21","2019-11-22","2019-11-21 12:04:03","article","https://www.nytimes.com/2019/11/21/movies/the-courier-review.html","Read the New York Times Review of The Courier","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/21/arts/21courier/merlin_164638359_94134c6a-8225-403d-a88d-c42c0b8942f2-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"action thriller set park garag femal buttkick lead doesnt reach level watchabl novelti"
"67","Mr. Toilet: The World's #2 Man","",0,"Ben Kenigsberg","‘Mr. Toilet’ Review: Getting a Handle on the World’s Toilet Shortage","This profile of Jack Sim, an activist for toilet construction, is a more serious documentary than its title suggests.","2019-11-21","2019-11-08","2019-11-29 17:44:01","article","https://www.nytimes.com/2019/11/21/movies/mr-toilet-the-worlds-number-2-man-review.html","Read the New York Times Review of Mr. Toilet: The World's #2 Man","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/20/arts/mrtoilet1/mrtoilet1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"profil jack sim activist toilet construct serious documentari titl suggest"
"68","21 Bridges","R",0,"Jeannette Catsoulis","‘21 Bridges’ Review: Catch Us if You Can","In this sturdy thriller, Chadwick Boseman plays a Manhattan detective on the hunt for two squirrelly cop killers.","2019-11-21","2019-11-22","2019-12-21 17:44:01","article","https://www.nytimes.com/2019/11/21/movies/21-bridges-review.html","Read the New York Times Review of 21 Bridges","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/19/arts/twenty1/twenty1-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"sturdi thriller chadwick boseman play manhattan detect hunt squirrelli cop killer"
